value,name
1,1981 establishments in California
1,1981 establishments in Oregon
1,1981 introductions
1,1982 introductions
1,1985 books
1,1985 introductions
1,1986 books
1,1986 establishments in Sweden
1,1986 establishments in the United States
1,1986 in computer science
1,1986 introductions
1,1988 introductions
1,1988 software
1,1990 in computer science
1,1991 in computer science
1,1993 establishments in California
1,1994 establishments in California
1,1994 establishments in Washington (state)
1,1994 introductions
1,1994 software
1,1996 books
1,1996 establishments in Germany
1,1996 establishments in Utah
1,1996 introductions
1,1998 establishments in California
1,1998 establishments in New Hampshire
1,1998 in law
1,1998 in the United States
1,1998 introductions
1,1 (number)
1,2001 establishments in the United States
1,2001 software
1,2004 establishments in Massachusetts
1,2005 establishments in California
1,2006 books
1,2008 disestablishments in Virginia
1,2008 introductions
1,2009 disestablishments in California
1,2009 software
1,2010 deaths
1,2010 software
1,2011 books
1,2011 deaths
1,2011 software
1,2014 software
1,20th-century American mathematicians
1,21st-century American mathematicians
1,24 Hours of Daytona drivers
1,24 Hours of Le Mans drivers
1,370
1,3D animation software
1,3D computer graphics software for Linux
1,3D graphics software
1,3D graphics software that uses Qt
1,3D imaging
1,3D rendering
1,501(c)(3) nonprofit organizations
1,6502-based home computers
1,65xx microprocessors
1,Academic awards
1,Academics of City University London
1,Academics of Swansea University
1,Academics of the University of Edinburgh
1,Academics of the University of Helsinki
1,Academics of the University of Southampton
1,Acceleration
1,Accelerometers
1,Accounting software
1,Accounting source documents
1,Accounting systems
1,Accuracy disputes from April 2014
1,Accuracy disputes from August 2015
1,Accuracy disputes from December 2013
1,Accuracy disputes from July 2015
1,Accuracy disputes from June 2013
1,Accuracy disputes from March 2012
1,Accuracy disputes from March 2016
1,Accuracy disputes from May 2012
1,Accuracy disputes from May 2013
1,Accuracy disputes from May 2016
1,Accuracy disputes from November 2014
1,Accuracy disputes from November 2015
1,Accuracy disputes from September 2015
1,Acorn Computers
1,Acoustics
1,ActionScript
1,Active Directory
1,Activision Blizzard
1,Actuarial science
1,Ada (programming language)
1,Ada programming language family
1,Addison-Wesley books
1,Adobe Photoshop
1,Advanced Encryption Standard
1,Advanced Micro Devices technologies
1,Advanced RISC Computing
1,Affiliate marketing
1,Agglutinative languages
1,Algebra
1,ALGOL 60
1,Algol programming language family
1,Alumni of King's College, Cambridge
1,Alumni of Merton College, Oxford
1,Alumni of The Queen's College, Oxford
1,Alumni of University College London
1,Amazon.com
1,Amazon Web Services
1,Ambient intelligence
1,American anarchists
1,American chief technologists
1,American companies established in 1981
1,American computer specialist stubs
1,American Jews
1,American Le Mans Series drivers
1,American libertarians
1,American Lutherans
1,American people of Romanian descent
1,American scientist stubs
1,American technology chief executives
1,American technology company founders
1,American typographers
1,AmigaOS 4 software
1,Amiga software
1,Analysis of parallel algorithms
1,Analytic functions
1,Analytic geometry
1,Anarcho-capitalists
1,Ancient Greek archaeological sites in Greece
1,Ancient Greek sanctuaries in Greece
1,Animation
1,Anti-aliasing algorithms
1,Apple Inc. acquisitions
1,Apple Inc. hardware
1,Applications of computer vision
1,Applications of cryptography
1,Application software
1,Application-specific graphs
1,Applications using D-Bus
1,Applied linguistics
1,Applied mathematics
1,Applied statistics
1,Approximation theory
1,Archaeological sites in Central Greece
1,Architectural elements
1,Area
1,Arithmetic
1,Artificial intelligence researchers
1,Arts and crafts retailers
1,Aspects of music
1,Assemblers
1,Association for Computing Machinery
1,Asterisk (PBX)
1,Astronomy
1,Atari people
1,Atheism activists
1,ATSC
1,Audio engineering
1,Audio mixing
1,Audio network protocols
1,Auditing
1,Authentication
1,Authentication methods
1,Authentication protocols
1,Autocomplete
1,Autodesk
1,Automated planning and scheduling
1,Automatic memory management
1,Automation software
1,Automattic
1,Automotive navigation systems
1,Avionics programming languages
1,Awards established in 1966
1,Bada software
1,Banking
1,Banking software companies
1,Banks
1,Barcodes
1,BASIC commands
1,BASIC compilers
1,BASIC interpreters
1,Bass (sound)
1,Baylor University
1,BBS file transfer protocols
1,Behavioral and social facets of systemic risk
1,Bell Labs
1,BeOS software
1,BeOS text editors
1,Big data
1,Big data products
1,Binary prefixes
1,Bioinformaticians
1,Biological engineering
1,Biometrics
1,Biostatistics
1,BitTorrent clients
1,BitTorrent clients for Linux
1,Black hat search engine optimization
1,Books by Donald Knuth
1,Book selling websites
1,Bookstores of the United States
1,Boot loaders
1,Brand management
1,British bloggers
1,British company founders
1,British computer programmers
1,British computer scientists
1,British computer specialist stubs
1,British expatriates in the United States
1,British inventions
1,British software engineers
1,British technology writers
1,Broadband
1,Broken block ciphers
1,Broken cryptography algorithms
1,Broken stream ciphers
1,Brown University
1,BSD software
1,B-tree
1,Buildings and structures in Gaithersburg, Maryland
1,Burlington, Massachusetts
1,Business models
1,Businesspeople from Pennsylvania
1,Businesspeople in information technology
1,Butterfield Overland Mail in California
1,CAD file formats
1,Calculators
1,Calendaring software
1,California Proposition 8 (2008)
1,Canadian bloggers
1,Canadian computer programmers
1,Canadian computer scientists
1,Canadian inventors
1,Canadian statisticians
1,Capability systems
1,Capitalization
1,Car games
1,Carnegie Mellon University alumni
1,Carnegie Mellon University software
1,Case Western Reserve University alumni
1,Categories which are included in the JEL classification codes
1,Category theory
1,C compilers
1,CDC hardware
1,Celestial coordinate system
1,Cellular automaton rules
1,CERN
1,Charts
1,C headers
1,Chicago, Illinois
1,Children's games
1,Circles
1,Cities in ancient Greece
1,Cities in Cook County, Illinois
1,Cities in DuPage County, Illinois
1,Cities in Illinois
1,Cities in Los Angeles County, California
1,Cities in the Chicago metropolitan area
1,Classical oracles
1,Clients (computing)
1,Client-server database management systems
1,Clipping (computer graphics)
1,Clock signal
1,Cluster analysis
1,Cluster computing
1,Codecs
1,CodeGear software
1,Code navigation tools
1,Code search engines
1,Coding theory
1,Cognition
1,Cognitive science
1,Collation
1,Collective intelligence
1,Color names
1,Color space
1,Color stubs
1,Combinatorialists
1,Combinatorics on words
1,Combinatory logic
1,Command-line software
1,Commerce websites
1,Commodore 8-bit family
1,Common Lisp
1,Common Object Request Broker Architecture
1,Communications protocols
1,Communication theory
1,Community building
1,Community websites
1,Compact Disc and DVD copy protection
1,Companies based in Alameda County, California
1,Companies based in Baden-Württemberg
1,Companies based in Copenhagen
1,Companies based in Culver City, California
1,Companies based in Denver, Colorado
1,Companies based in Lancaster, Pennsylvania
1,Companies based in Massachusetts
1,Companies based in Menlo Park, California
1,Companies based in Middlesex County, Massachusetts
1,Companies based in Mountain View, California
1,Companies based in Nashua, New Hampshire
1,Companies based in Nuremberg
1,Companies based in Palo Alto, California
1,Companies based in Provo, Utah
1,Companies based in Raleigh, North Carolina
1,Companies based in Redmond, Washington
1,Companies based in Redwood Shores, California
1,Companies based in San Antonio, Texas
1,Companies based in San Mateo County, California
1,Companies based in Sunnyvale, California
1,Companies based in Toronto
1,Companies based in Utah
1,Companies based in Virginia
1,Companies based in Washington (state)
1,Companies based in Wilsonville, Oregon
1,Companies delisted from the New York Stock Exchange
1,Companies disestablished in 1989
1,Companies disestablished in 2009
1,Companies established in 1967
1,Companies established in 1972
1,Companies established in 1979
1,Companies established in 1984
1,Companies established in 1993
1,Companies established in 1994
1,Companies established in 1996
1,Companies established in 1997
1,Companies established in 2002
1,Companies established in 2011
1,Companies in the Euro Stoxx 50
1,Companies that have filed for Chapter 11 bankruptcy
1,Comparison of individual programming languages
1,Compiler optimizations
1,Compilers
1,Complex analysis
1,Complex systems theory
1,Compositing software
1,Composition in visual art
1,Compression file systems
1,Computational hardness assumptions
1,Computational problems in graph theory
1,Computational resources
1,Computer-aided design software
1,Computer animation
1,Computer architecture folklore
1,Computer companies disestablished in 2008
1,Computer companies established in 1968
1,Computer companies established in 1975
1,Computer companies established in 1977
1,Computer companies established in 1981
1,Computer companies established in 1994
1,Computer configuration
1,Computer display standards
1,Computer engineering stubs
1,Computer forensics
1,Computer graphic artifacts
1,Computer hardware
1,Computer hardware clones
1,Computer hardware tuning
1,Computer icons
1,Computer keyboards
1,Computer languages
1,Computer library stubs
1,Computer network stubs
1,Computer peripherals
1,Computer physics engines
1,Computer printers
1,Computer programming books
1,Computer-related introductions in 1992
1,Computer science awards
1,Computer science writers
1,Computer scientist stubs
1,Computer storage
1,Computer storage devices
1,Computer storage stubs
1,Computing infrastructure
1,Computing output devices
1,Computing stubs
1,Computing timelines
1,Computing websites
1,Concatenative programming languages
1,Concept- and mind-mapping software for Linux
1,Concepts in logic
1,Concepts in metaphysics
1,Concurrency control algorithms
1,Concurrent programming libraries
1,Conditional constructs
1,Conformal projections
1,Consistency models
1,Console applications
1,Content management system stubs
1,Control-flow analysis
1,Control theory
1,Controversies in the United States
1,Convergence (mathematics)
1,Convex analysis
1,Convex geometry
1,Coordinate systems
1,Copenhagen Business School alumni
1,Copy protection
1,Copyright activists
1,Cornell University alumni
1,County seats in California
1,County seats in Illinois
1,CP/M software
1,CP/M technology
1,Creative Commons-licensed books
1,Creative Commons-licensed websites
1,Credit
1,Crowdsourcing
1,Crypto-anarchism
1,Cryptographic hardware
1,Cryptography law
1,Cryptography lists and comparisons
1,Cryptography organizations
1,Cryptography standards
1,C Sharp software
1,Currency
1,Curves
1,Custom firmware
1,Cyrillic alphabets
1,Danish bloggers
1,Danish computer programmers
1,Danish computer scientists
1,Danish expatriates in the United States
1,Danish racing drivers
1,Dark web
1,Data
1,Data access technologies
1,Database administration tools
1,Database security
1,Database software stubs
1,Data clustering algorithms
1,Data Encryption Standard
1,Data partitioning
1,Data structures libraries and frameworks
1,Data warehousing products
1,Date of birth missing (living people)
1,Daylight saving time by country
1,Daylight saving time in the United States
1,DEC hardware
1,Declarative programming
1,DEC microprocessors
1,Dedicated application electronic devices
1,Dedicated consoles
1,Deep packet capture
1,Defunct computer companies of the United States
1,Defunct consumer brands
1,Defunct semiconductor companies of the United States
1,Defunct software companies
1,Defunct video game companies
1,Delphi
1,Demo effects
1,Denial-of-service attacks
1,Density
1,Design companies established in 1981
1,Design for X
1,Design theory
1,Desktop database application development tools
1,Desktop environments
1,Diacritics
1,Dichotomies
1,Differential calculus
1,Digital audio recording
1,Digital cameras
1,Digital electronics
1,Digital geometry
1,Digital imaging
1,Digital Millennium Copyright Act
1,Digital rights management systems
1,Digital signature schemes
1,Digital subscriber line
1,Digital television
1,Digital video recorders
1,Dimension
1,Directed graphs
1,Directory services
1,Direct Rendering Infrastructure
1,Disability software
1,Disassemblers
1,Discontinued Google services
1,Discontinued Microsoft products
1,Discontinued operating systems
1,Discontinued software
1,Discrete distributions
1,Disk images
1,Disk operating systems
1,Display devices
1,Display technology
1,Distributed data storage
1,Distributed data structures
1,Division (mathematics)
1,DLL injection
1,DNS software
1,Documentation generators
1,Document-centric XML-based standards
1,Domain registrars
1,Donald Knuth
1,DOS commands
1,DOS technology
1,DOS text editors
1,Download managers
1,Dpkg
1,Drinking games
1,Dublin, California
1,Earth sciences data formats
1,Earth sciences graphics software
1,EBay
1,E-book suppliers
1,Econometrics
1,Economics
1,Economics terminology
1,Economic theories
1,EDI
1,Editing software
1,Education activists
1,Educational abstract machines
1,Electrical circuits
1,Electric and electronic keyboard instruments
1,Electronic circuits
1,Electronic design automation companies
1,Electronic feedback
1,Electronic funds transfer
1,Electronics
1,Electronics companies established in 1975
1,Electronics stubs
1,Elementary algebra
1,Elementary special functions
1,Email client software for Linux
1,Email storage formats
1,EMC Corporation
1,Emerging standards
1,Emerging technologies
1,Employee-owned companies of the United States
1,Emulation software stubs
1,EMV
1,Endurance International Group
1,Engineering concepts
1,Engineering disciplines
1,Engineering textbooks
1,English computer programmers
1,English computer scientists
1,English Corpora
1,English expatriates in the United States
1,English inventors
1,English Unitarians
1,Enterprise Linux distributions
1,Entertainment websites
1,Entity–relationship model
1,Environment variables
1,Ericsson
1,Erlang (programming language)
1,Error detection and correction
1,Espionage
1,Esri software
1,Estimation of densities
1,Ethics
1,Euclidean plane geometry
1,European Le Mans Series drivers
1,Evaluation methods
1,Evaluation strategy
1,Exchange algorithms
1,Fabless semiconductor companies
1,Fashion accessories
1,Favicons
1,Fax
1,Feature detection (computer vision)
1,Fedora Project
1,Fellows of the American Academy of Arts and Sciences
1,Fellows of the American Mathematical Society
1,Fellows of the International Society for Computational Biology
1,Fellows of The Queen's College, Oxford
1,Fellows of the Royal Academy of Engineering
1,Fellows of the Royal Society of Edinburgh
1,Fellows of the Society for Industrial and Applied Mathematics
1,FFT algorithms
1,FIA World Endurance Championship drivers
1,Fibonacci numbers
1,File copy utility
1,File hosting for OS X
1,File hosting for Windows
1,File managers
1,File managers for Microsoft Windows
1,File sharing networks
1,File sharing software that uses GTK+
1,File sharing software that uses Qt
1,File system directories
1,File transfer protocols
1,Filkers
1,Finite automata
1,Finnish atheists
1,Finnish bloggers
1,Finnish computer programmers
1,Finnish emigrants to the United States
1,Firebird
1,Firmware
1,Fisheye lenses
1,Fixed points (mathematics)
1,Floating point types
1,Foreign exchange market
1,Foreign Members of the Royal Society
1,Foreign Members of the Russian Academy of Sciences
1,Formal methods people
1,Formal methods tools
1,Formal specification languages
1,Former Anglicans
1,Formerly free software
1,Former theatres
1,Fortran compilers
1,Fortran programming language family
1,Forward proxy
1,Foundations based in the United States
1,Foundry semiconductor companies
1,Foxconn
1,FPGA device
1,Fractals
1,Free 3D graphics software
1,Free artificial intelligence applications
1,Free audio codecs
1,Free BitTorrent clients
1,Free business software
1,Free communication software
1,Free data visualization software
1,Free desktop environments
1,Freedesktop.org
1,Free documentation generators
1,Free e-commerce software
1,Free encyclopedias
1,Free groupware
1,Free Internet forum software
1,Free media players
1,Free mobile software
1,Free package management systems
1,Free PDF software
1,Free photo software
1,Free project management software
1,Free proxy servers
1,Free raster graphics editors
1,Free science software
1,Free search engine software
1,Free software for cloud computing
1,Free software people
1,Free software primarily written in assembly language
1,Free software stubs
1,Free software websites
1,Free statistical software
1,Free UML tools
1,Free Usenet clients
1,Free video codecs
1,Free VoIP software
1,Free web crawlers
1,Free web hosting services
1,Free windowing systems
1,Functional analysis
1,Furman University alumni
1,Game artificial intelligence
1,Gamma and related functions
1,Gate arrays
1,General topology
1,Genetic algorithms
1,Gentoo Linux
1,Geocodes
1,Geographic coordinate lists
1,Geographic coordinate systems
1,Geolocation
1,Geometrical optics
1,Geometry
1,Geostatistics
1,German brands
1,German inventions
1,GIS file formats
1,GIS software
1,Giving
1,Global illumination algorithms
1,Glossaries of computers
1,GNOME companies
1,GNOME Core Applications
1,GNOME stubs
1,GNU Project
1,Golden ratio
1,Google
1,Google Earth
1,Google Search
1,Government agencies established in 1901
1,GPGPU libraries
1,Grammar
1,Graphics chips
1,Graphics hardware
1,Graphic software in meteorology
1,Graphics processing units
1,Graphics software
1,Graphics software stubs
1,Graphics software that uses GTK+
1,Greater Sunda Islands
1,Greek alphabet
1,Group theory
1,GTK+ language bindings
1,Guggenheim Fellows
1,Hadoop
1,Hardware restrictions
1,Hardware routers
1,Hardware virtualization
1,Harvard School of Engineering and Applied Sciences alumni
1,Hash based data structures
1,Haskell programming language family
1,Hawaiian words and phrases
1,HDR tone mapping software
1,Heaps (data structures)
1,Help desk
1,Heuristic algorithms
1,Heuristics
1,Hewlett-Packard
1,High-definition television
1,High dynamic range file formats
1,Higher category theory
1,Hip hop production
1,History of geometry
1,History of television
1,Home automation
1,HSA Foundation members
1,HTML5
1,HTML editors
1,HTML parsers
1,Human communication
1,Human Inverse Kinematics
1,Human–machine interaction
1,Hungarian inventions
1,HyperCard products
1,IA-32 Linux distributions
1,IBM computers
1,IBM laptops
1,IBM operating systems
1,IBM WebSphere
1,Identification
1,Image noise reduction techniques
1,Incomplete lists from August 2015
1,Incomplete lists from December 2012
1,Incomplete lists from December 2015
1,Incomplete lists from February 2014
1,Incomplete lists from May 2010
1,Incomplete lists from November 2012
1,Incomplete lists from September 2012
1,Incorporated cities and towns in California
1,Indoor positioning system
1,Industrial Internet of Things
1,Inferno (operating system)
1,Inferno (operating system) people
1,Information Age
1,Information appliances
1,Information architects
1,Information privacy
1,Information retrieval
1,Information retrieval evaluation
1,Information sensitivity
1,Information technology companies of Denmark
1,Information technology companies of the United States
1,Information technology company stubs
1,Information technology governance
1,Inland port cities and towns of the United States
1,Innovators
1,Input/output
1,Instruction processing
1,Integer factorization algorithms
1,Integer sequences
1,Integrals
1,Integrated circuits
1,Intel Corporation
1,Intellectual property activism
1,Intellectual property law
1,Intel products
1,Interactive fiction
1,Interface designers
1,Interfaces
1,Interfaces of the Linux kernel
1,Interlinguistics
1,Internationalization and localization
1,International nongovernmental organizations
1,International organizations of Europe
1,International research institutes
1,International standards
1,Internet activists
1,Internet advertising
1,Internet advertising services and affiliate networks
1,Internet culture
1,Internet encyclopedias
1,Internet forum terminology
1,Internet governance organizations
1,Internet law in the United States
1,Internet of Things
1,Internet pioneers
1,Internet properties established in 1994
1,Internet properties established in 2001
1,Internet properties established in 2004
1,Internet properties established in 2006
1,Internet properties established in 2008
1,Internet Protocol
1,Internet Protocol addresses
1,Internet radio in the United States
1,Internet radio software
1,Internet-related organizations
1,Internet Relay Chat
1,Internet search
1,Internet search engines
1,Internet Standard organisations
1,Inverse problems
1,IOS development software
1,IPod
1,IPod software
1,IPsec
1,Islands of Indonesia
1,ISO/IEC 29500
1,ISO member bodies
1,ITunes
1,ITU Radio Regulations
1,ITU-R recommendations
1,Japanese computer programmers
1,Japanese computer scientists
1,Japanese inventions
1,Japanese Latter Day Saints
1,Java
1,JavaScript dialect engines
1,JavaScript programming tools
1,JavaServer Faces
1,Jewish atheists
1,Job scheduling
1,KDE Software Compilation
1,KDE stubs
1,Keyboard instruments
1,Key transport protocols
1,Kibaale District
1,Knights Commander of the Order of the British Empire
1,Knowledge
1,Knowledge representation languages
1,Labour law
1,Languages of Azerbaijan
1,Languages of Bulgaria
1,Languages of Cyprus
1,Languages of Germany
1,Languages of Kosovo
1,Languages of Russia
1,Languages of the Republic of Macedonia
1,Languages of Turkey
1,Latin alphabet ligatures
1,Latin-script keyboard layouts
1,Layout (computing)
1,Layout engine comparisons
1,Layout engines
1,Legacy hardware
1,Legal documents
1,Legal entities
1,Length
1,Lenovo laptops
1,Lexical semantics
1,Limits (mathematics)
1,Linear algebra stubs
1,Linear filters
1,Linear operators in calculus
1,Linguistic morphology
1,Linguistic research
1,Link analysis
1,Linux-based devices
1,Linux games
1,Linux kernel
1,Linux kernel-based operating systems
1,Linux kernel programmers
1,Linux malware
1,Linux media players
1,Linux package management-related software
1,Linux security software
1,Linux software
1,Liquid crystal displays
1,Listen template using plain parameter
1,Lists of computer languages
1,Lists of coordinates
1,Lists of microprocessors
1,Lists of programming languages
1,Load balancing
1,Logical connectives
1,Logical consequence
1,Logic and statistics
1,Logic in computer science
1,Logic programming
1,Logic puzzles
1,Log-linear models
1,Los Angeles, California
1,Los Angeles metropolitan area
1,Lotus SmartSuite
1,Lotus Software software
1,Low-level programming languages
1,MacBook
1,Mach (kernel)
1,Macintosh computers by product line
1,Macintosh internals
1,Macintosh laptops
1,Macintosh software stubs
1,Mac OS emulation software
1,Mac OS text editors
1,Mac OS user interface
1,Maintenance
1,Main topic classifications
1,Manufacturing companies based in California
1,Manufacturing companies established in 1968
1,Map companies of the United States
1,Map projections
1,Marine electronics
1,Maritime Southeast Asia
1,Mashup (web application hybrid)
1,Massachusetts Institute of Technology alumni
1,Massachusetts Institute of Technology staff
1,Mathematical and theoretical biology
1,Mathematical concepts
1,Mathematical economics
1,Mathematical logic
1,Mathematical markup languages
1,Mathematical objects
1,Mathematical psychology
1,Mathematical series
1,Mathematical terminology
1,Mathematics education
1,Mathematics stubs
1,MathML
1,Matrix theory
1,Matroid theory
1,Maturity models
1,Media formats
1,Media readers
1,MediaWiki
1,Medical imaging
1,Members of the Department of Computer Science, University of Oxford
1,Members of the Free Software Foundation board of directors
1,Members of the Norwegian Academy of Science and Letters
1,Members of the Open Source Initiative board of directors
1,Members of the Order of Merit
1,Members of the University of Cambridge Computer Laboratory
1,Mesh generation
1,Metaphors referring to objects
1,Metaprogramming
1,Metatheory of science
1,Meteorological data and networks
1,Method engineering
1,Methods in sociology
1,Metric geometry
1,Metrics
1,Meyrin
1,Microarchitectures
1,Microcomputers
1,Micro Focus International
1,Microformats
1,Microprocessors
1,Microsoft
1,Microsoft BASIC
1,Microsoft cloud services
1,Microsoft lists
1,Microsoft software stubs
1,Microsoft video game consoles
1,Minicomputers
1,Mobile computers
1,Mobile Linux
1,Mobile phones
1,Mobile phone standards
1,Mobile software programming tools
1,Mobile technology
1,Mobile telecommunications
1,Modems
1,Monitored short pages
1,Monographs
1,Morse code
1,MOS Integrated Circuits
1,MOS microprocessors
1,Motherboard
1,Motherboard companies
1,Mozilla
1,Mozilla add-ons
1,Mozilla developers
1,Mozilla Thunderbird
1,MPEG-2
1,MUD terminology
1,Multimedia software stubs
1,Multinational companies headquartered in Germany
1,Multiplayer video games
1,Multiplexing
1,Multi-robot systems
1,Multivariate continuous distributions
1,MUMPS implementations
1,Municipalities of Central Greece
1,Names
1,NASA online
1,National Institute of Standards and Technology
1,National Medal of Science laureates
1,National Medal of Technology recipients
1,Netbook manufacturers
1,.NET object-relational mapping tools
1,Netscape people
1,Network address translation
1,Network analysis
1,Network booting
1,Networking standards
1,Network scheduling algorithms
1,Network socket
1,Network time-related software
1,New wave music
1,Nintendo consoles
1,NIST hash function competition
1,Noise
1,Nokia assets
1,Nonparametric statistics
1,Non-volatile memory
1,Notary
1,Notepad replacements
1,Note-taking
1,Novell
1,Nuance software
1,Nuclear research institutes
1,Numbers
1,Numerals
1,Numerical integration (quadrature)
1,Nvidia
1,Obfuscation
1,Objects
1,OCaml programming language family
1,OCaml software
1,Office Open XML
1,Officers of the Order of Canada
1,Office suites
1,Office suites for OS X
1,Office suites for Windows
1,Online backup services
1,Online banking
1,Online companies
1,Online games
1,Online gaming services
1,Online help
1,Online retail companies of the United States
1,Open content projects
1,Open Group standards
1,Open Mobile Alliance standards
1,OpenSolaris
1,Open source advocates
1,Open-source attribution
1,Open-source software hosting facilities
1,Opera Software
1,Operating system comparisons
1,Operating system kernels
1,Operating system security
1,Opposition to same-sex marriage
1,Optical character recognition
1,Optimal control
1,Oracle Database
1,ORDBMS software for Linux
1,Ordinal numbers
1,O'Reilly writers
1,Organisations based in Geneva
1,Organizational theory
1,Organizations established in 1918
1,Organizations established in 1954
1,Organizations established in 1986
1,Organizations established in 1994
1,Orthodox file managers
1,Orthography
1,OS/2 technology
1,OS/2 text editors
1,OS X administration
1,OS X database-related software
1,OS X email clients
1,OS X emulation software
1,OS X file sharing software
1,OS X games
1,OS X media players
1,OS X-only software
1,OS X-only software made by Apple Inc.
1,OS X security software
1,OS X text-related software
1,Out-of-band management
1,Packaging
1,Packing problems
1,Page layout
1,Pages in non-existent country centric categories
1,Pages using deprecated coordinates format
1,Pages using deprecated map format
1,Palm OS
1,Parsing algorithms
1,Particle physics
1,Particle physics facilities
1,Pascal libraries
1,Patent law
1,Payment cards
1,PDF readers
1,PDF software
1,PDP-11
1,Peer review
1,Peer-to-peer computing
1,Pennsylvania Libertarians
1,People educated at Emanuel School
1,People educated at Eton College
1,People educated at Queen Mary's Grammar School
1,People from Barnes, London
1,People from Berkeley Heights, New Jersey
1,People from Bronxville, New York
1,People from Bucharest
1,People from Calgary
1,People from Copenhagen
1,People from Devon
1,People from Helsinki
1,People from London
1,People from Milwaukee, Wisconsin
1,People from Minnesota
1,People from Multnomah County, Oregon
1,People from Osaka Prefecture
1,People from Pittsburgh, Pennsylvania
1,People from Summit, New Jersey
1,People from Walsall
1,People in information technology
1,Periodic continued fractions
1,Perl modules
1,Persistence frameworks
1,Personal digital assistants
1,Personal identification documents
1,Philosophy by topic
1,Philosophy of law
1,Phocis
1,Photographic lenses
1,Photo sharing
1,Physics institutes
1,Pi
1,Pidgins and creoles
1,Placeholder names
1,Plan 9 people
1,Planetarium software for Linux
1,Plots (graphics)
1,Poisson processes
1,Politehnica University of Bucharest alumni
1,Polyhedra
1,Polynomials
1,Populated coastal places in California
1,Populated places established in 1781
1,Populated places established in 1833
1,Populated places in Phocis
1,Populated places on the Great Lakes
1,Portal software
1,Port cities and towns of the West Coast of the United States
1,Positional numeral systems
1,PostgreSQL
1,PostScript
1,Power operating systems
1,PowerPC microprocessors
1,Prediction
1,Prefixes
1,Presentation software
1,Princeton University
1,Printing software
1,Priority queues
1,Prismatoid polyhedra
1,Privacy
1,Privately held companies based in Massachusetts
1,Probabilistic complexity theory
1,Problems on strings
1,Process (computing)
1,Product development
1,Product lifecycle management
1,Products introduced in 1982
1,Products introduced in 1999
1,Products introduced in 2001
1,Products introduced in 2004
1,Products introduced in 2005
1,Programming contests
1,Programming language folklore
1,Programming language researchers
1,Programming languages created by women
1,Programming languages created in 1957
1,Programming languages created in 1958
1,Programming languages created in 1964
1,Programming languages created in 1975
1,Programming languages created in 1984
1,Programming languages created in 1985
1,Programming languages created in 1989
1,Programming languages created in 1992
1,Programming languages created in 1996
1,Programming languages created in the 20th century
1,Proprietary wiki software
1,Proxy server software for Linux
1,Pseudo-polynomial time algorithms
1,Pseudorandom number generators
1,Public-domain software
1,Puzzle video games
1,Python software
1,Qt (software)
1,Quadratic irrational numbers
1,Qualcomm software
1,Quality
1,Quantized radio modulation modes
1,RAID
1,Rakuten
1,Randomness
1,Raster graphics editors
1,Raster graphics editors for Linux
1,Raster to vector conversion software
1,Ray tracing (graphics)
1,RDF data access
1,Real analysis
1,Real numbers
1,Real-time technology
1,Records management
1,Recreational mathematics
1,Reductionism
1,Redwood City, California
1,Reference models
1,Reliability engineering
1,Religious educational institutions
1,Remote administration software
1,Remote desktop
1,Remote sensing
1,René Descartes
1,Reputation management
1,Request for Comments
1,Research institutes in Switzerland
1,Research Triangle, North Carolina
1,Review websites
1,Rhythm section
1,Riemannian geometry
1,Risk analysis
1,Risk management
1,Robot navigation
1,Robust statistics
1,Romanian computer scientists
1,Romanian emigrants to the United States
1,Routers (computing)
1,Royal Engineers officers
1,Royal Medal winners
1,R (programming language)
1,RSS
1,Russian inventions
1,S60 (software platform)
1,Sampling techniques
1,Sanctuaries in Greece
1,San Francisco State University alumni
1,Santa Clara University alumni
1,SAP SE acquisitions
1,Schools in Uganda
1,Science and technology in Europe
1,Science and technology in Poland
1,Science education software
1,Science fiction critics
1,Science software stubs
1,Science software that uses GTK+
1,Science software that uses Qt
1,Scientific method
1,Scientific modeling
1,Scientists at Bell Labs
1,Scottish inventions
1,SCSI
1,Second Life
1,Security compliance
1,Self-publishing companies
1,Semantic HTML
1,Semiconductor companies
1,Semiconductor companies of the United States
1,Semiconductor devices
1,Serial numbers
1,Server appliance
1,Serverless database management systems
1,SFTP clients
1,SGI people
1,SharePoint
1,Silicon Graphics
1,Simulation software
1,SI prefixes
1,Site-specific browsing
1,Smalltalk programming language family
1,Smart cards
1,Social networking websites
1,Social networks
1,Social sciences
1,Social systems
1,Societates Europaeae
1,Sociological theories
1,Software
1,Software by programming language
1,Software companies based in New Hampshire
1,Software companies based in Seattle
1,Software companies based in Utah
1,Software companies based in Virginia
1,Software companies based in Washington (state)
1,Software companies established in 1975
1,Software companies established in 1998
1,Software companies of Austria
1,Software companies of Russia
1,Software derived from or incorporating Wine
1,Software distribution
1,Software engineering terminology
1,Software maintenance
1,Software review
1,Software testing people
1,Software that uses Clutter
1,Software that uses ncurses
1,Software that uses PyGObject
1,Software that uses PyGTK
1,Software that uses Scintilla
1,Software that uses SQLite
1,Software using distributed version control
1,Software using the Academic Free License
1,Software using the Artistic license
1,Software using the ISC license
1,Software using the Open Software License
1,Software using the zlib license
1,Solaris people
1,Solid-state computer storage
1,Solid-state computer storage media
1,Source-based Linux distributions
1,Sources of knowledge
1,South of Market, San Francisco
1,Soviet inventions
1,Spamming
1,Special hypergeometric functions
1,Special purpose file systems
1,Speech recognition software
